date_reg,type,maker,model,colour,fuel,state
2025-01-20,jip,PORSCHE,CAYENNE,white,petrol,Rakan Niaga
2025-01-20,jip,PORSCHE,CAYENNE,grey,petrol,W.P. Kuala Lumpur
2025-01-20,motokar,PORSCHE,TAYCAN,grey,electric,W.P. Kuala Lumpur
2025-01-20,motokar,PROTON,IRIZ,silver,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,IRIZ,grey,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,IRIZ,white,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,IRIZ,red,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,PERSONA,maroon,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,PERSONA,red,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,PERSONA,grey,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,PERSONA,silver,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,PERSONA,white,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,PERSONA,grey,petrol,Pahang
2025-01-20,motokar,PROTON,PERSONA,grey,petrol,W.P. Kuala Lumpur
2025-01-20,motokar,PROTON,S70,grey,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,S70,white,petrol,Pahang
2025-01-20,motokar,PROTON,S70,blue,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,S70,silver,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,S70,black,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,S70,green,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,S70,silver,petrol,Sarawak
2025-01-20,motokar,PROTON,S70,white,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,S70,blue,petrol,W.P. Kuala Lumpur
2025-01-20,motokar,PROTON,S70,grey,petrol,Johor
2025-01-20,motokar,PROTON,S70,silver,petrol,W.P. Kuala Lumpur
2025-01-20,motokar,PROTON,S70,red,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,S70,grey,petrol,W.P. Kuala Lumpur
2025-01-20,motokar,PROTON,SAGA,silver,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,SAGA,grey,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,SAGA,white,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,SAGA,red,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,SAGA,maroon,petrol,Rakan Niaga
2025-01-20,motokar,PROTON,SAGA,grey,petrol,Perak
2025-01-20,motokar,PROTON,SAGA,maroon,petrol,Sabah
2025-01-20,jip,PROTON,X50,white,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X50,silver,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X50,grey,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X50,red,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X50,blue,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X50,grey,petrol,Selangor
2025-01-20,jip,PROTON,X50,white,petrol,Johor
2025-01-20,jip,PROTON,X50,silver,petrol,Pahang
2025-01-20,jip,PROTON,X50,grey,petrol,Sabah
2025-01-20,jip,PROTON,X70,grey,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X70,blue,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X70,red,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X70,silver,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X70,white,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X70,blue,petrol,Selangor
2025-01-20,jip,PROTON,X70,white,petrol,Selangor
2025-01-20,jip,PROTON,X90,white,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X90,red,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X90,silver,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X90,grey,petrol,Rakan Niaga
2025-01-20,jip,PROTON,X90,white,petrol,W.P. Kuala Lumpur
2025-01-20,jip,PROTON,E.MAS 7,silver,electric,W.P. Kuala Lumpur
2025-01-20,jip,PROTON,E.MAS 7,green,electric,Kelantan
2025-01-20,jip,PROTON,E.MAS 7,grey,electric,Rakan Niaga
2025-01-20,jip,SMART,BRABUS,grey,electric,Rakan Niaga
2025-01-20,jip,SUBARU,FORESTER,brown,petrol,Rakan Niaga
2025-01-20,jip,SUBARU,FORESTER,grey,petrol,Rakan Niaga
2025-01-20,jip,SUBARU,XV,silver,petrol,Rakan Niaga
2025-01-20,jip,SUBARU,XV,blue,petrol,W.P. Kuala Lumpur
2025-01-20,jip,SUZUKI,JIMNY,black,petrol,Rakan Niaga
2025-01-20,jip,SUZUKI,JIMNY,white,petrol,Rakan Niaga
2025-01-20,jip,SUZUKI,JIMNY SIERRA,green,petrol,W.P. Kuala Lumpur
2025-01-20,jip,SUZUKI,JIMNY SIERRA,green,petrol,Rakan Niaga
2025-01-20,motokar,SUZUKI,SWIFT,yellow,petrol,W.P. Kuala Lumpur
2025-01-20,motokar,SUZUKI,SWIFT,grey,petrol,W.P. Kuala Lumpur
2025-01-20,motokar,SUZUKI,SWIFT,grey,petrol,Johor
2025-01-20,window_van,TOYOTA,ALPHARD,white,petrol,Johor
2025-01-20,window_van,TOYOTA,ALPHARD,black,petrol,Sarawak
2025-01-20,window_van,TOYOTA,ALPHARD,black,petrol,W.P. Kuala Lumpur
2025-01-20,window_van,TOYOTA,ALPHARD,white,petrol,Rakan Niaga
2025-01-20,window_van,TOYOTA,ALPHARD,white,petrol,Pulau Pinang
2025-01-20,window_van,TOYOTA,ALPHARD,white,petrol,W.P. Kuala Lumpur
2025-01-20,window_van,TOYOTA,ALPHARD,black,petrol,Pahang
2025-01-20,window_van,TOYOTA,ALPHARD,black,petrol,Selangor
2025-01-20,window_van,TOYOTA,ALPHARD,black,petrol,Johor
2025-01-20,window_van,TOYOTA,ALPHARD,white,petrol,Negeri Sembilan
2025-01-20,window_van,TOYOTA,ALPHARD,white,petrol,Sarawak
2025-01-20,window_van,TOYOTA,ALPHARD,black,petrol,Pulau Pinang
2025-01-20,window_van,TOYOTA,ALPHARD,black,petrol,Rakan Niaga
2025-01-20,window_van,TOYOTA,ALPHARD,grey,petrol,W.P. Kuala Lumpur
2025-01-20,window_van,TOYOTA,ALPHARD,white,petrol,Melaka
2025-01-20,window_van,TOYOTA,ALPHARD,white,petrol,Selangor
2025-01-20,window_van,TOYOTA,ALPHARD,black,petrol,Kedah
2025-01-20,motokar,TOYOTA,COROLLA ALTIS,black,petrol,Selangor
2025-01-20,motokar,TOYOTA,COROLLA ALTIS,black,petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,COROLLA CROSS,blue,petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,COROLLA CROSS,silver,petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,COROLLA CROSS,white,petrol,Johor
2025-01-20,jip,TOYOTA,COROLLA CROSS,white,hybrid_petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,COROLLA CROSS,blue,hybrid_petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,COROLLA CROSS,grey,hybrid_petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,COROLLA CROSS,white,petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,COROLLA CROSS,white,hybrid_petrol,Johor
2025-01-20,jip,TOYOTA,COROLLA CROSS,white,petrol,Selangor
2025-01-20,jip,TOYOTA,COROLLA CROSS,red,hybrid_petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,COROLLA CROSS,white,petrol,Kedah
2025-01-20,jip,TOYOTA,COROLLA CROSS,red,petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,COROLLA CROSS,white,hybrid_petrol,W.P. Kuala Lumpur
2025-01-20,jip,TOYOTA,COROLLA CROSS,white,hybrid_petrol,Sabah
2025-01-20,jip,TOYOTA,COROLLA CROSS,green,petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,COROLLA CROSS,silver,petrol,Pulau Pinang
2025-01-20,jip,TOYOTA,COROLLA CROSS,white,hybrid_petrol,Melaka
2025-01-20,jip,TOYOTA,COROLLA CROSS,silver,hybrid_petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,FORTUNER,white,greendiesel,Sabah
2025-01-20,motokar,TOYOTA,GR86,white,petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,GR86,white,petrol,W.P. Kuala Lumpur
2025-01-20,motokar,TOYOTA,GR86,orange,petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,GR86,black,petrol,W.P. Kuala Lumpur
2025-01-20,jip,TOYOTA,HARRIER,black,petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,HARRIER,black,petrol,Selangor
2025-01-20,jip,TOYOTA,HARRIER,black,petrol,W.P. Kuala Lumpur
2025-01-20,jip,TOYOTA,HARRIER,black,petrol,Perak
2025-01-20,jip,TOYOTA,HARRIER,white,petrol,Kedah
2025-01-20,jip,TOYOTA,HARRIER,white,petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,HARRIER,blue,petrol,Sarawak
2025-01-20,jip,TOYOTA,HARRIER,black,petrol,Sarawak
2025-01-20,jip,TOYOTA,HARRIER,white,petrol,Pulau Pinang
2025-01-20,jip,TOYOTA,HARRIER,grey,petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,HARRIER,white,petrol,W.P. Kuala Lumpur
2025-01-20,pick_up,TOYOTA,HILUX,black,greendiesel,Melaka
2025-01-20,pick_up,TOYOTA,HILUX,white,greendiesel,Sabah
2025-01-20,pick_up,TOYOTA,HILUX,white,greendiesel,W.P. Kuala Lumpur
2025-01-20,pick_up,TOYOTA,HILUX,white,diesel,Selangor
2025-01-20,pick_up,TOYOTA,HILUX,white,greendiesel,Selangor
2025-01-20,pick_up,TOYOTA,HILUX,silver,greendiesel,Johor
2025-01-20,pick_up,TOYOTA,HILUX,brown,greendiesel,Johor
2025-01-20,pick_up,TOYOTA,HILUX,brown,greendiesel,Selangor
2025-01-20,pick_up,TOYOTA,HILUX,silver,greendiesel,W.P. Kuala Lumpur
2025-01-20,pick_up,TOYOTA,HILUX,white,greendiesel,Johor
2025-01-20,pick_up,TOYOTA,HILUX,red,greendiesel,Negeri Sembilan
2025-01-20,pick_up,TOYOTA,HILUX,black,greendiesel,W.P. Kuala Lumpur
2025-01-20,pick_up,TOYOTA,HILUX,white,greendiesel,Pulau Pinang
2025-01-20,pick_up,TOYOTA,HILUX,black,greendiesel,Terengganu
2025-01-20,pick_up,TOYOTA,HILUX,white,diesel,Johor
2025-01-20,pick_up,TOYOTA,HILUX,brown,greendiesel,Pahang
2025-01-20,pick_up,TOYOTA,HILUX,black,diesel,Selangor
2025-01-20,pick_up,TOYOTA,HILUX,black,greendiesel,Sabah
2025-01-20,pick_up,TOYOTA,HILUX,black,diesel,Johor
2025-01-20,pick_up,TOYOTA,HILUX,silver,diesel,Selangor
2025-01-20,pick_up,TOYOTA,HILUX,white,greendiesel,Terengganu
2025-01-20,pick_up,TOYOTA,HILUX,white,diesel,Negeri Sembilan
2025-01-20,pick_up,TOYOTA,HILUX,black,greendiesel,Pulau Pinang
2025-01-20,pick_up,TOYOTA,HILUX,black,greendiesel,Perak
2025-01-20,pick_up,TOYOTA,HILUX,white,greendiesel,Perak
2025-01-20,pick_up,TOYOTA,HILUX,silver,greendiesel,Perak
2025-01-20,pick_up,TOYOTA,HILUX,red,diesel,Johor
2025-01-20,pick_up,TOYOTA,HILUX,white,greendiesel,Sarawak
2025-01-20,pick_up,TOYOTA,HILUX,brown,diesel,Perak
2025-01-20,pick_up,TOYOTA,HILUX,brown,diesel,W.P. Kuala Lumpur
2025-01-20,pick_up,TOYOTA,HILUX,brown,greendiesel,W.P. Kuala Lumpur
2025-01-20,motokar_pelbagai_utiliti,TOYOTA,INNOVA,black,petrol,Rakan Niaga
2025-01-20,motokar_pelbagai_utiliti,TOYOTA,INNOVA,silver,petrol,Rakan Niaga
2025-01-20,motokar_pelbagai_utiliti,TOYOTA,INNOVA,brown,petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,LAND CRUISER,white,petrol,Sarawak
2025-01-20,jip,TOYOTA,LAND CRUISER,white,petrol,Sabah
2025-01-20,jip,TOYOTA,LAND CRUISER,white,petrol,W.P. Kuala Lumpur
2025-01-20,jip,TOYOTA,LAND CRUISER,white,petrol,Rakan Niaga
2025-01-20,jip,TOYOTA,LAND CRUISER PRADO,white,diesel,Sabah
2025-01-20,jip,TOYOTA,LAND CRUISER PRADO,white,diesel,Sarawak
2025-01-20,jip,TOYOTA,LAND CRUISER PRADO,white,diesel,Rakan Niaga
2025-01-20,jip,TOYOTA,LAND CRUISER PRADO,black,diesel,Sabah
2025-01-20,window_van,TOYOTA,NOAH,black,petrol,Rakan Niaga
2025-01-20,window_van,TOYOTA,TANK,white,petrol,Rakan Niaga
2025-01-20,window_van,TOYOTA,TANK,silver,petrol,Sarawak
2025-01-20,window_van,TOYOTA,VELLFIRE,black,petrol,Rakan Niaga
2025-01-20,window_van,TOYOTA,VELLFIRE,white,petrol,W.P. Kuala Lumpur
2025-01-20,window_van,TOYOTA,VELLFIRE,white,petrol,Johor
2025-01-20,window_van,TOYOTA,VELLFIRE,white,petrol,Rakan Niaga
2025-01-20,window_van,TOYOTA,VELLFIRE,black,petrol,W.P. Kuala Lumpur
2025-01-20,motokar_pelbagai_utiliti,TOYOTA,VELOZ,silver,petrol,Rakan Niaga
2025-01-20,motokar_pelbagai_utiliti,TOYOTA,VELOZ,blue,petrol,Rakan Niaga
2025-01-20,motokar_pelbagai_utiliti,TOYOTA,VELOZ,red,petrol,Rakan Niaga
2025-01-20,motokar_pelbagai_utiliti,TOYOTA,VELOZ,white,petrol,Rakan Niaga
2025-01-20,motokar_pelbagai_utiliti,TOYOTA,VELOZ,black,petrol,Rakan Niaga
2025-01-20,motokar_pelbagai_utiliti,TOYOTA,VELOZ,black,petrol,Sabah
2025-01-20,motokar_pelbagai_utiliti,TOYOTA,VELOZ,white,petrol,Kelantan
2025-01-20,motokar,TOYOTA,VIOS,white,petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,VIOS,silver,petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,VIOS,red,petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,VIOS,black,petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,VIOS,white,petrol,Kedah
2025-01-20,motokar,TOYOTA,VIOS,black,petrol,Kedah
2025-01-20,motokar,TOYOTA,VIOS,blue,petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,VIOS,white,petrol,Sabah
2025-01-20,motokar,TOYOTA,VIOS,red,petrol,Sabah
2025-01-20,motokar,TOYOTA,VIOS,white,hybrid_petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,VIOS,red,petrol,Kedah
2025-01-20,window_van,TOYOTA,VOXY,black,petrol,Rakan Niaga
2025-01-20,window_van,TOYOTA,VOXY,black,petrol,Sarawak
2025-01-20,window_van,TOYOTA,VOXY,white,petrol,Perak
2025-01-20,window_van,TOYOTA,VOXY,white,petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,YARIS,red,petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,YARIS,white,petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,YARIS,silver,petrol,Rakan Niaga
2025-01-20,motokar,TOYOTA,YARIS,red,petrol,W.P. Kuala Lumpur
2025-01-20,motokar,VOLKSWAGEN,ARTEON,white,petrol,Rakan Niaga
2025-01-20,motokar,VOLKSWAGEN,GOLF,grey,petrol,W.P. Kuala Lumpur
2025-01-20,jip,VOLKSWAGEN,TIGUAN,silver,petrol,W.P. Kuala Lumpur
2025-01-20,jip,VOLKSWAGEN,TIGUAN,white,petrol,Rakan Niaga
2025-01-20,jip,VOLVO,XC60,white,hybrid_petrol,Pulau Pinang
2025-01-20,jip,VOLVO,XC60,grey,hybrid_petrol,Rakan Niaga
2025-01-20,pick_up,WESTSTAR MAXUS,T60,white,diesel,Rakan Niaga
2025-01-20,jip,XPENG,G6,grey,electric,Rakan Niaga
2025-01-20,window_van,ZEEKR,009,white,electric,Rakan Niaga
2025-01-20,window_van,ZEEKR,009,blue,electric,Rakan Niaga
2025-01-20,window_van,ZEEKR,009,white,electric,Selangor
2025-01-20,window_van,ZEEKR,009,blue,electric,W.P. Kuala Lumpur
2025-01-20,window_van,ZEEKR,009,black,electric,Melaka
2025-01-20,jip,ZEEKR,X,beige,electric,Rakan Niaga
2025-01-21,motokar,BMW,2 SERIES,white,petrol,Rakan Niaga
2025-01-21,motokar,BMW,2 SERIES,grey,petrol,Rakan Niaga
2025-01-21,motokar,BMW,3 SERIES,white,petrol,Rakan Niaga
2025-01-21,motokar,BMW,3 SERIES,black,petrol,Rakan Niaga
2025-01-21,motokar,BMW,3 SERIES,grey,petrol,Rakan Niaga
2025-01-21,motokar,BMW,4 SERIES,black,petrol,Rakan Niaga
2025-01-21,motokar,BMW,5 SERIES,black,petrol,Rakan Niaga
2025-01-21,motokar,BMW,5 SERIES,white,petrol,W.P. Kuala Lumpur
2025-01-21,motokar,BMW,5 SERIES,black,petrol,W.P. Kuala Lumpur
2025-01-21,motokar,BMW,5 SERIES,green,petrol,Rakan Niaga
2025-01-21,motokar,BMW,5 SERIES,white,petrol,Rakan Niaga
2025-01-21,motokar,BMW,7 SERIES,black,hybrid_petrol,Rakan Niaga
2025-01-21,motokar,BMW,7 SERIES,white,hybrid_petrol,Rakan Niaga
2025-01-21,motokar,BMW,7 SERIES,black,hybrid_petrol,W.P. Kuala Lumpur
2025-01-21,motokar,BMW,7 SERIES,black,hybrid_petrol,Pulau Pinang
2025-01-21,jip,BMW,X1,black,petrol,Rakan Niaga
2025-01-21,jip,BMW,X1,white,petrol,Rakan Niaga
2025-01-21,jip,BMW,X1,green,petrol,Rakan Niaga
2025-01-21,jip,BMW,X3,white,petrol,Rakan Niaga
2025-01-21,jip,BMW,X3,grey,petrol,Rakan Niaga
2025-01-21,jip,BMW,X3,blue,petrol,Rakan Niaga
2025-01-21,jip,BMW,X4,white,petrol,W.P. Kuala Lumpur
2025-01-21,jip,BMW,X7,white,petrol,Johor
2025-01-21,motokar,BMW,I4,white,electric,Rakan Niaga
2025-01-21,motokar,BMW,I5,grey,electric,Rakan Niaga
2025-01-21,motokar,BMW,I5,blue,electric,Rakan Niaga
2025-01-21,motokar,BMW,I5,blue,electric,W.P. Kuala Lumpur
2025-01-21,jip,BMW,IX1,blue,electric,Rakan Niaga
2025-01-21,jip,BMW,IX1,green,electric,W.P. Kuala Lumpur
2025-01-21,jip,BMW,IX1,silver,electric,Rakan Niaga
2025-01-21,jip,BMW,IX1,black,electric,Rakan Niaga
2025-01-21,jip,BMW,IX1,white,electric,Rakan Niaga
2025-01-21,jip,BYD,ATTO 3,white,electric,Rakan Niaga
2025-01-21,jip,BYD,ATTO 3,black,electric,Rakan Niaga
2025-01-21,jip,BYD,ATTO 3,white,electric,W.P. Kuala Lumpur
2025-01-21,motokar_pelbagai_utiliti,BYD,M6,blue,electric,Rakan Niaga
2025-01-21,motokar,BYD,SEAL,white,electric,Pulau Pinang
2025-01-21,motokar,BYD,SEAL,blue,electric,Rakan Niaga
2025-01-21,jip,BYD,SEALION,white,electric,Rakan Niaga
2025-01-21,jip,BYD,SEALION,grey,electric,Rakan Niaga
2025-01-21,jip,BYD,SEALION,grey,electric,Sabah
2025-01-21,jip,BYD,SEALION,white,electric,W.P. Kuala Lumpur
2025-01-21,jip,BYD,SEALION,black,electric,Sabah
2025-01-21,window_van,CAM,KINGO,white,greendiesel,W.P. Kuala Lumpur
2025-01-21,window_van,CAM,KINGO,white,greendiesel,Sarawak
2025-01-21,jip,CHERY,JAECOO J7,silver,petrol,Rakan Niaga
2025-01-21,jip,CHERY,JAECOO J7,white,petrol,Rakan Niaga
2025-01-21,jip,CHERY,JAECOO J7,black,petrol,Rakan Niaga
2025-01-21,jip,CHERY,JAECOO J7,green,petrol,Sabah
2025-01-21,jip,CHERY,JAECOO J7,green,petrol,Rakan Niaga
2025-01-21,jip,CHERY,OMODA 5,grey,petrol,Rakan Niaga
2025-01-21,jip,CHERY,OMODA 5,white,petrol,Rakan Niaga
2025-01-21,jip,CHERY,OMODA 5,black,petrol,Rakan Niaga
2025-01-21,jip,CHERY,OMODA 5,black,petrol,Sarawak
2025-01-21,jip,CHERY,OMODA 5,black,petrol,W.P. Kuala Lumpur
2025-01-21,jip,CHERY,OMODA 5,white,petrol,Johor
2025-01-21,jip,CHERY,OMODA 5,grey,petrol,Perak
2025-01-21,jip,CHERY,TIGGO,grey,petrol,Rakan Niaga
2025-01-21,jip,CHERY,TIGGO,black,petrol,Rakan Niaga
2025-01-21,jip,CHERY,TIGGO,silver,petrol,Rakan Niaga
2025-01-21,jip,CHERY,TIGGO,white,petrol,Rakan Niaga
2025-01-21,jip,CHERY,TIGGO,white,petrol,Pulau Pinang
2025-01-21,jip,CHERY,TIGGO,white,petrol,Johor
2025-01-21,jip,CHERY,TIGGO,black,petrol,W.P. Kuala Lumpur
2025-01-21,window_van,DAIHATSU,MOVE,blue,petrol,W.P. Kuala Lumpur
2025-01-21,motokar,DAIHATSU,TAFT,silver,petrol,Sarawak
2025-01-21,motokar,FERRARI,SF90,red,hybrid_petrol,W.P. Kuala Lumpur
2025-01-21,pick_up,FORD,F-SERIES,blue,petrol,Selangor
2025-01-21,pick_up,FORD,RANGER,white,greendiesel,Rakan Niaga
2025-01-21,pick_up,FORD,RANGER,blue,greendiesel,Rakan Niaga
2025-01-21,pick_up,FORD,RANGER,grey,petrol,Johor
2025-01-21,pick_up,FORD,RANGER,grey,greendiesel,Rakan Niaga
2025-01-21,pick_up,FORD,RANGER,blue,petrol,W.P. Kuala Lumpur
2025-01-21,pick_up,FORD,RANGER,black,greendiesel,Rakan Niaga
2025-01-21,pick_up,FORD,RANGER,black,greendiesel,W.P. Kuala Lumpur
2025-01-21,pick_up,FORD,RANGER,grey,petrol,Perak
2025-01-21,pick_up,FORD,RANGER,grey,petrol,Pulau Pinang
2025-01-21,pick_up,FORD,RANGER,grey,greendiesel,Pulau Pinang
2025-01-21,pick_up,FORD,RANGER,black,greendiesel,Negeri Sembilan
2025-01-21,pick_up,FORD,RANGER,orange,petrol,Rakan Niaga
2025-01-21,pick_up,FORD,RANGER,orange,greendiesel,Sabah
2025-01-21,pick_up,FORD,RANGER,white,greendiesel,W.P. Kuala Lumpur
2025-01-21,pick_up,FORD,RANGER,yellow,greendiesel,Rakan Niaga
2025-01-21,window_van,FOTON,VIEW,white,greendiesel,Sabah
2025-01-21,jip,GAC,GS3,black,petrol,Rakan Niaga
2025-01-21,jip,GAC,GS3,white,petrol,Rakan Niaga
2025-01-21,jip,GAC,GS3,grey,petrol,Rakan Niaga
2025-01-21,jip,GAC,GS3,grey,petrol,Selangor
2025-01-21,jip,GREAT WALL,HAVAL H6,black,hybrid_petrol,Rakan Niaga
2025-01-21,jip,GREAT WALL,HAVAL H6,grey,hybrid_petrol,Rakan Niaga
2025-01-21,jip,GREAT WALL,HAVAL H6,silver,hybrid_petrol,Rakan Niaga
2025-01-21,jip,GREAT WALL,HAVAL H6,green,hybrid_petrol,Rakan Niaga
2025-01-21,jip,GREAT WALL,HAVAL H6,white,hybrid_petrol,Rakan Niaga
2025-01-21,jip,GREAT WALL,HAVAL H6,silver,hybrid_petrol,W.P. Kuala Lumpur
2025-01-21,motokar,GREAT WALL,ORA,green,electric,Rakan Niaga
2025-01-21,jip,GREAT WALL,TANK 300,grey,petrol,W.P. Kuala Lumpur
2025-01-21,jip,HONDA,CR-V,red,hybrid_petrol,Rakan Niaga
2025-01-21,jip,HONDA,CR-V,white,hybrid_petrol,Rakan Niaga
2025-01-21,jip,HONDA,CR-V,blue,hybrid_petrol,Rakan Niaga
2025-01-21,jip,HONDA,CR-V,white,petrol,Rakan Niaga
2025-01-21,jip,HONDA,CR-V,grey,hybrid_petrol,W.P. Kuala Lumpur
2025-01-21,jip,HONDA,CR-V,blue,petrol,Rakan Niaga
2025-01-21,jip,HONDA,CR-V,silver,hybrid_petrol,W.P. Kuala Lumpur
2025-01-21,jip,HONDA,CR-V,grey,hybrid_petrol,Rakan Niaga
2025-01-21,jip,HONDA,CR-V,grey,petrol,Rakan Niaga
2025-01-21,jip,HONDA,CR-V,blue,hybrid_petrol,Selangor
2025-01-21,jip,HONDA,CR-V,red,hybrid_petrol,Perak
2025-01-21,jip,HONDA,CR-V,silver,hybrid_petrol,Pulau Pinang
2025-01-21,jip,HONDA,CR-V,red,petrol,Perak
2025-01-21,jip,HONDA,CR-V,blue,hybrid_petrol,Sabah
2025-01-21,motokar,HONDA,CITY,black,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CITY,silver,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CITY,red,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CITY,white,hybrid_petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CITY,white,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CITY,grey,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CITY,white,petrol,Johor
2025-01-21,motokar,HONDA,CITY,beige,hybrid_petrol,Selangor
2025-01-21,motokar,HONDA,CITY,grey,hybrid_petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CITY,beige,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CITY,red,hybrid_petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CITY,grey,petrol,W.P. Kuala Lumpur
2025-01-21,motokar,HONDA,CITY,white,petrol,Perak
2025-01-21,motokar,HONDA,CITY,silver,petrol,Pulau Pinang
2025-01-21,motokar,HONDA,CIVIC,white,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CIVIC,black,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CIVIC,black,petrol,W.P. Kuala Lumpur
2025-01-21,motokar,HONDA,CIVIC,blue,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CIVIC,grey,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CIVIC,red,petrol,W.P. Kuala Lumpur
2025-01-21,motokar,HONDA,CIVIC,white,petrol,Johor
2025-01-21,motokar,HONDA,CIVIC,white,hybrid_petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CIVIC,blue,hybrid_petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CIVIC,white,petrol,Pahang
2025-01-21,motokar,HONDA,CIVIC,white,petrol,W.P. Kuala Lumpur
2025-01-21,motokar,HONDA,CIVIC,white,petrol,Perak
2025-01-21,motokar,HONDA,CIVIC,red,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,CIVIC,grey,petrol,Selangor
2025-01-21,motokar,HONDA,CIVIC,blue,petrol,Kedah
2025-01-21,motokar,HONDA,CIVIC,grey,hybrid_petrol,Rakan Niaga
2025-01-21,motokar,HONDA,HR-V,black,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,HR-V,white,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,HR-V,white,petrol,Kelantan
2025-01-21,motokar,HONDA,HR-V,silver,hybrid_petrol,Rakan Niaga
2025-01-21,motokar,HONDA,HR-V,grey,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,HR-V,silver,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,HR-V,white,hybrid_petrol,Rakan Niaga
2025-01-21,motokar,HONDA,HR-V,grey,hybrid_petrol,Kelantan
2025-01-21,motokar,HONDA,HR-V,grey,hybrid_petrol,Rakan Niaga
2025-01-21,motokar,HONDA,HR-V,red,petrol,Rakan Niaga
2025-01-21,motokar,HONDA,HR-V,grey,petrol,Johor
2025-01-21,motokar,HONDA,HR-V,black,petrol,Johor
2025-01-21,motokar,HONDA,HR-V,silver,petrol,Johor
